CZ,CZ Name,State,Children in 1980-85 Cohorts,P(Child q1 |Par q1),P(Child q2 |Par q1),P(Child q3 |Par q1),P(Child q4 |Par q1),P(Child q5 |Par q1),P(Child q1 |Par q2),P(Child q2 |Par q2),P(Child q3 |Par q2),P(Child q4 |Par q2),P(Child q5 |Par q2),P(Child q1 |Par q3),P(Child q2 |Par q3),P(Child q3 |Par q3),P(Child q4 |Par q3),P(Child q5 |Par q3),P(Child q1 |Par q4),P(Child q2 |Par q4),P(Child q3 |Par q4),P(Child q4 |Par q4),P(Child q5 |Par q4),P(Child q1 |Par q5),P(Child q2 |Par q5),P(Child q3 |Par q5),P(Child q4 |Par q5),P(Child q5 |Par q5),P(Par q1),P(Par q2),P(Par q3),P(Par q4),P(Par q5),P(Child Q1),P(Child Q2),P(Child Q3),P(Child Q4),P(Child Q5)
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),(18),(19),(20),(21),(22),(23),(24),(25),(26),(27),(28),(29),(30),(31),(32),(33),(34),(35),(36),(37),(38),(39)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,Kosciusko,MS,4189,0.3459119,0.3845463,0.1702606,0.0637916,0.0354897,0.2693438,0.337904,0.1939275,0.1263467,0.072478,0.1539924,0.2091255,0.2072243,0.2129278,0.21673,0.1026616,0.1673004,0.2129278,0.2319392,0.2851711,0.1045752,0.0718954,0.1960784,0.248366,0.379085,0.5313917,0.2437336,0.125567,0.0627835,0.0365242,0.2790642,0.3260922,0.1842922,0.1150633,0.0954882
3002,Yazoo City,MS,3966,0.3896165,0.3928905,0.1379794,0.054724,0.0247895,0.2909483,0.362069,0.1659483,0.0969828,0.0840517,0.2020725,0.2227979,0.2098446,0.2020725,0.1632124,0.1531532,0.1621622,0.1651652,0.2312312,0.2882883,0.0939227,0.0939227,0.1381215,0.2320442,0.4419889,0.5390822,0.2339889,0.0973273,0.0839637,0.0456379,0.3149269,0.3361069,0.1538074,0.1018659,0.093293
3003,Jackson,MS,46898,0.3484355,0.3825815,0.15565,0.0757988,0.037534,0.2629798,0.3381423,0.1992163,0.1157717,0.0838899,0.1889806,0.2343306,0.2091512,0.1939894,0.1735481,0.1332357,0.1679356,0.2090776,0.2231332,0.2666179,0.1118925,0.1259572,0.1715893,0.2419128,0.3486482,0.3209732,0.2394345,0.1575121,0.1456352,0.136445,0.2392426,0.2823148,0.1844642,0.1481087,0.1458698
3101,McComb,MS,9435,0.3235854,0.3632905,0.1597718,0.0908226,0.0625297,0.2656587,0.2656587,0.1956804,0.1529158,0.1200864,0.1666667,0.1880165,0.1776859,0.2183196,0.2493113,0.1325557,0.1537646,0.1664899,0.233298,0.3138918,0.0982659,0.1425819,0.1464355,0.2273603,0.3853565,0.445787,0.245363,0.1538951,0.099947,0.0550079,0.2537361,0.2792793,0.1712772,0.1474298,0.1482777
3102,Brookhaven,MS,4174,0.3365253,0.3413133,0.1525308,0.1053352,0.0642955,0.25,0.2509921,0.1855159,0.1517857,0.1617063,0.1471354,0.2083333,0.1822917,0.2226563,0.2395833,0.1139028,0.1390285,0.1624791,0.2529313,0.3316583,0.120944,0.0737463,0.1563422,0.2359882,0.4129794,0.3502635,0.241495,0.1839962,0.1430283,0.0812171,0.2314327,0.2443699,0.1677048,0.169861,0.1866315
3201,Jena,LA,2336,0.3021492,0.2806574,0.1517067,0.1390645,0.1264223,0.1969697,0.2239057,0.1515152,0.1616162,0.2659933,0.1298174,0.1277891,0.1521298,0.1866126,0.4036511,0.1089744,0.1089744,0.1217949,0.1698718,0.4903846,0.0753425,0.0890411,0.1369863,0.1986301,0.5,0.338613,0.2542808,0.2110445,0.1335616,0.0625,0.1990582,0.1990582,0.1468322,0.1626712,0.2923801
3202,Natchez,MS,6652,0.3203815,0.3687743,0.1790887,0.0830095,0.048746,0.2503161,0.2768647,0.2035398,0.1554994,0.11378,0.1922348,0.2035985,0.1912879,0.1770833,0.2357955,0.129683,0.1657061,0.1527378,0.2291066,0.3227666,0.1329243,0.1104295,0.1656442,0.190184,0.400818,0.4255863,0.2378232,0.1587493,0.1043295,0.0735117,0.2496993,0.2805171,0.1831028,0.1383043,0.1483764
3203,Vicksburg,MS,7846,0.3370529,0.416147,0.1473581,0.0682639,0.0311782,0.2823758,0.3592989,0.1830574,0.1105161,0.0647517,0.1869919,0.2743903,0.1971545,0.1920732,0.1493903,0.1353066,0.2029598,0.1945032,0.1997886,0.2674419,0.1263804,0.1141104,0.1754601,0.2392638,0.3447853,0.3883508,0.2617894,0.1254142,0.120571,0.1038746,0.2577109,0.3264084,0.1715524,0.1284731,0.1158552
3300,New Orleans,LA,118800,0.3485357,0.339079,0.1692251,0.0919474,0.0512129,0.2622623,0.2910802,0.1984709,0.1431092,0.1050774,0.2001694,0.2195935,0.2079496,0.1892135,0.183074,0.1485165,0.1635199,0.1954372,0.2233648,0.2691616,0.1252238,0.1282622,0.1602192,0.2163203,0.3699745,0.32133,0.2146886,0.1590404,0.149798,0.1551431,0.2418098,0.250766,0.1841919,0.1573822,0.1658502
3400,Houma,LA,25863,0.3388512,0.2754669,0.155631,0.1165818,0.1134692,0.2412106,0.2312432,0.1766945,0.1656397,0.185212,0.1639843,0.1700644,0.1664878,0.2104793,0.2889843,0.1183599,0.1248233,0.1575439,0.2195516,0.3797213,0.1049744,0.1005852,0.1393563,0.2055596,0.4495245,0.2732862,0.213355,0.2162162,0.1914318,0.1057109,0.2132777,0.195917,0.1611182,0.1764683,0.2532189
3500,Baton Rouge,LA,70159,0.3367,0.3531442,0.1605847,0.0891742,0.0603969,0.2562126,0.2905624,0.189165,0.1420803,0.1219798,0.1832317,0.2041062,0.1939696,0.198952,0.2197406,0.1360802,0.1487094,0.1763359,0.225669,0.3132055,0.1138652,0.1215251,0.1624064,0.224546,0.3776573,0.2808335,0.2070583,0.1659231,0.1805755,0.1656095,0.2214399,0.240183,0.1751878,0.16541,0.1977793
3600,Alexandria,LA,17016,0.3738505,0.2977763,0.1590035,0.1021568,0.0672128,0.2419903,0.2449029,0.1995146,0.1708738,0.1427184,0.1680135,0.1905724,0.1973064,0.213468,0.2306397,0.1170258,0.138572,0.1892691,0.2475708,0.3075623,0.1108999,0.1343473,0.1565273,0.230038,0.3681876,0.3514927,0.2421251,0.1745416,0.1391044,0.0927363,0.2458862,0.228961,0.1794781,0.1703103,0.1753644
3700,Lake Charles,LA,29917,0.3320438,0.279349,0.1640875,0.1274013,0.0971185,0.2278177,0.2383693,0.1902478,0.1806555,0.1629097,0.1651376,0.1833281,0.1974059,0.2086365,0.2454919,0.1366605,0.1639591,0.1773572,0.2150394,0.3069838,0.1192874,0.1301317,0.1476891,0.2344436,0.3684482,0.2505599,0.2090784,0.211318,0.1995855,0.1294582,0.2084434,0.2081425,0.1771234,0.1870508,0.2192399
3800,Lafayette,LA,50289,0.3195822,0.3067726,0.15897,0.1196216,0.0950535,0.2378691,0.2427121,0.1798454,0.1656887,0.1738847,0.1636648,0.1779282,0.1784487,0.2128058,0.2671525,0.1173279,0.1415652,0.1601351,0.2311588,0.3498131,0.1200435,0.1113357,0.1505209,0.2180065,0.4000933,0.3027103,0.2135059,0.190996,0.1649068,0.1278808,0.213486,0.2162501,0.166259,0.1782298,0.225775
3901,Monroe,LA,22688,0.3638768,0.3469763,0.1526788,0.0812831,0.0551851,0.2646884,0.2878338,0.185361,0.1410485,0.1210682,0.1885178,0.2006624,0.1907259,0.1995584,0.2205355,0.1423927,0.163199,0.1853056,0.2184655,0.2906372,0.1265653,0.1323792,0.1610018,0.2079607,0.372093,0.3833745,0.222805,0.1596879,0.1355783,0.0985543,0.2603579,0.2643688,0.17128,0.1445698,0.1594235
3902,Lake Providence,LA,2060,0.3486151,0.3686724,0.1528176,0.0725883,0.0573066,0.2777778,0.281746,0.1706349,0.1309524,0.1388889,0.1526718,0.1832061,0.129771,0.2137405,0.3206107,0.1402439,0.152439,0.097561,0.3109756,0.2987805,0.0853659,0.1219512,0.1341463,0.2195122,0.4390244,0.5084993,0.244779,0.1272462,0.0796503,0.0398252,0.2792618,0.296746,0.1491015,0.1296746,0.1452161
4001,Magnolia,AR,2896,0.3889458,0.3060389,0.1627431,0.0818833,0.0603889,0.2785515,0.2883008,0.1796657,0.1392758,0.1142061,0.1644613,0.1814745,0.2438563,0.194707,0.215501,0.1194379,0.1451991,0.1662764,0.2248244,0.3442623,0.1102041,0.1183673,0.1510204,0.2,0.4204082,0.3373619,0.2479282,0.1826658,0.1474448,0.0845995,0.2572514,0.2392956,0.1812845,0.1477901,0.1743785
4002,Shreveport,LA,44051,0.3715399,0.3289952,0.1562397,0.0905067,0.0527185,0.2712246,0.2708333,0.1852504,0.1451487,0.127543,0.1892396,0.1984286,0.1978959,0.1982954,0.2161406,0.1413793,0.158464,0.1777429,0.2219436,0.3004702,0.1222662,0.1191418,0.1558009,0.2091231,0.393668,0.3436244,0.2320946,0.1704615,0.1448321,0.1089873,0.2566797,0.2456698,0.1731402,0.1535266,0.1709836
4003,Ruston,LA,6181,0.3566085,0.311222,0.1640898,0.0992519,0.0688279,0.2622036,0.2580195,0.167364,0.1576011,0.1548117,0.1684028,0.1822917,0.1901042,0.2248264,0.234375,0.1236443,0.1496746,0.1713666,0.2364425,0.318872,0.1212575,0.1032934,0.1347305,0.2305389,0.4101796,0.3243812,0.2320013,0.1863776,0.1491668,0.1080731,0.2394435,0.2282802,0.1676104,0.1708461,0.1938198
4004,Many,LA,1983,0.3537519,0.2235835,0.1546707,0.1163859,0.151608,0.2285192,0.1992687,0.1480804,0.1700183,0.2541133,0.2005012,0.1378446,0.1478697,0.1879699,0.3258145,0.1264822,0.1264822,0.1778656,0.2134387,0.3557312,0.1145038,0.0763359,0.0916031,0.2366412,0.480916,0.329299,0.2758447,0.2012103,0.1275845,0.0660615,0.2435703,0.1775088,0.1502774,0.1659102,0.2627332
4101,Crossett,AR,2161,0.3430769,0.3538462,0.1615385,0.1,0.0415385,0.248927,0.2403433,0.2188841,0.1995708,0.0922747,0.1689498,0.2077626,0.2146119,0.2146119,0.1940639,0.1532663,0.1482412,0.1582915,0.2738693,0.2663317,0.1004785,0.1244019,0.1818182,0.2631579,0.3301435,0.3007867,0.2156409,0.2026839,0.184174,0.0967145,0.2290606,0.2397038,0.186025,0.1925035,0.1527071
4102,Pine Bluff,AR,14545,0.3573614,0.3338432,0.1782027,0.0877629,0.0428298,0.2799282,0.2814663,0.2153294,0.1340682,0.0892079,0.1829804,0.2245306,0.2273272,0.1969636,0.1681982,0.1475231,0.1605879,0.2057703,0.2335329,0.2525857,0.0986965,0.122905,0.1666667,0.2271881,0.3845438,0.3595737,0.2682021,0.1720866,0.1262977,0.0738398,0.2609832,0.263527,0.1992437,0.1476796,0.1285665
4103,El Dorado,AR,7974,0.3762607,0.3056633,0.1613654,0.1000776,0.056633,0.280597,0.2606965,0.1970149,0.1626866,0.099005,0.1834204,0.2062663,0.2075718,0.2193211,0.1834204,0.1308258,0.16435,0.2068684,0.2313982,0.2665576,0.1172742,0.0950872,0.1521395,0.2266244,0.4088748,0.3233007,0.2520692,0.1921244,0.1533735,0.0791322,0.2569601,0.2368949,0.1854778,0.168924,0.1517432
4200,Little Rock,AR,49156,0.3866232,0.2895595,0.1694762,0.1007794,0.0535617,0.2582285,0.2609937,0.2148782,0.1584158,0.1074837,0.184522,0.2121396,0.2236722,0.2070814,0.1725847,0.1340488,0.1627423,0.2057825,0.2426897,0.2547366,0.1152628,0.1252692,0.1763141,0.2387587,0.3443952,0.224469,0.2280698,0.2010945,0.1857556,0.1606111,0.2261982,0.2175319,0.1985719,0.1838229,0.173875
4301,Stuttgart,AR,3451,0.3229342,0.3094435,0.1779089,0.1357504,0.0539629,0.2525562,0.2300614,0.2464213,0.1758691,0.095092,0.1717496,0.1701445,0.2536116,0.2247191,0.1797753,0.1258741,0.1655012,0.1701632,0.2564103,0.2820513,0.106383,0.0893617,0.2170213,0.1702128,0.4170213,0.3436685,0.2833961,0.1805274,0.1243118,0.0680962,0.2364532,0.2289191,0.212692,0.1805274,0.1414083
4302,Searcy,AR,7255,0.3564182,0.2465814,0.1724746,0.1354213,0.0891045,0.2431544,0.2228916,0.2168675,0.1807229,0.1363636,0.1779337,0.1830357,0.2015306,0.2308673,0.2066327,0.1219963,0.1487985,0.1857671,0.2597043,0.2837338,0.0996094,0.1367188,0.1328125,0.2539063,0.3769531,0.3124742,0.2516885,0.2161268,0.1491385,0.070572,0.2362509,0.2045486,0.189111,0.1943487,0.1757409
4401,London,KY,10191,0.383885,0.2714909,0.1637157,0.1170131,0.0638953,0.2590312,0.2471264,0.2068966,0.183908,0.1030378,0.1946947,0.2037037,0.1966967,0.2342342,0.1706707,0.1493506,0.1834416,0.1899351,0.2435065,0.2337662,0.1305732,0.1449045,0.183121,0.2261146,0.3152866,0.3823962,0.2390344,0.1960553,0.120891,0.061623,0.272986,0.2339319,0.184869,0.1780002,0.1302129
4402,Richmond,KY,7370,0.3863026,0.2484333,0.1665175,0.1396598,0.0590868,0.2734419,0.2453678,0.1937114,0.1802358,0.1072431,0.220681,0.1733922,0.2099622,0.2339218,0.1620429,0.158557,0.1510067,0.1912752,0.2550336,0.2441275,0.1455806,0.1559792,0.1646447,0.2409012,0.2928943,0.3031208,0.2416554,0.2151967,0.1617368,0.0782904,0.2677069,0.2085482,0.1862958,0.1963365,0.1411126
4501,West Liberty,KY,3305,0.4099668,0.2112957,0.1694352,0.1408638,0.0684385,0.2764921,0.2423873,0.1753959,0.1790499,0.1266748,0.2190305,0.1633752,0.1795332,0.2459605,0.1921005,0.1635803,0.132716,0.1666667,0.2777778,0.2592593,0.1734694,0.1428571,0.1836735,0.2653061,0.2346939,0.4553707,0.2484115,0.1685325,0.0980333,0.029652,0.3134644,0.2012103,0.1727685,0.185174,0.1273828
4502,Hazard,KY,8859,0.3612884,0.2212094,0.1434215,0.1434215,0.1306594,0.2789047,0.1896552,0.1739351,0.1957404,0.1617647,0.2208686,0.1726695,0.1620763,0.2123941,0.2319915,0.1815235,0.1442464,0.1572123,0.2504052,0.2666126,0.1476793,0.1371308,0.164557,0.2299578,0.3206751,0.3714866,0.2225985,0.2131166,0.1392934,0.0535049,0.2765549,0.1886217,0.1572412,0.189299,0.1882831
4601,Campbellsville,KY,5655,0.3242961,0.2653806,0.2038582,0.1350365,0.0714286,0.2134412,0.2252645,0.2277536,0.2053516,0.1281892,0.1539646,0.1878368,0.2224788,0.2409546,0.1947652,0.1199295,0.1410935,0.2204586,0.2627866,0.2557319,0.1287879,0.1628788,0.1742424,0.2689394,0.2651515,0.3391689,0.2841733,0.2297082,0.1002652,0.0466844,0.2240495,0.2189213,0.2152078,0.1984085,0.1434129
4602,Somerset,KY,8639,0.3722309,0.2642746,0.175663,0.125117,0.0627145,0.270082,0.2315574,0.220082,0.1717213,0.1065574,0.1677651,0.1983224,0.2300779,0.2354703,0.1683643,0.1368547,0.1812725,0.2088836,0.240096,0.2328932,0.1280488,0.1117886,0.1605691,0.2621951,0.3373984,0.370992,0.2824401,0.1931937,0.0964232,0.056951,0.2672763,0.2256048,0.2010649,0.1784929,0.1275611
4701,Greenwood,MS,7786,0.386291,0.3697357,0.1426082,0.0682544,0.0331107,0.2919981,0.3476837,0.1703322,0.111839,0.0781469,0.1808943,0.2184959,0.2245935,0.1778455,0.1981707,0.1307278,0.1725067,0.2088949,0.245283,0.2425876,0.10625,0.1083333,0.1416667,0.2583333,0.3854167,0.442204,0.274467,0.1263807,0.0952993,0.0616491,0.2928333,0.3096583,0.1668379,0.122656,0.1080144
4702,Clarksdale,MS,12357,0.3843152,0.3848727,0.1505296,0.05315,0.0271325,0.3140784,0.3271408,0.1904209,0.1065312,0.0618287,0.1949458,0.2352587,0.2280385,0.187124,0.154633,0.1447964,0.1846154,0.2253394,0.2117647,0.2334842,0.1125654,0.132199,0.1596859,0.2094241,0.3861257,0.4354617,0.2787893,0.1344987,0.089423,0.0618273,0.301044,0.315125,0.1793316,0.1098972,0.0946022
4800,Greenville,MS,15441,0.3992504,0.3749515,0.1473439,0.0563526,0.0221016,0.3091719,0.3626554,0.1928219,0.0898428,0.0455079,0.2061644,0.2589041,0.2219178,0.1746575,0.1383562,0.1457068,0.1630529,0.2168257,0.2307025,0.2437121,0.1050725,0.1280193,0.1618357,0.236715,0.3683575,0.5010686,0.2760831,0.0945535,0.0746713,0.0536235,0.321417,0.33152,0.1729163,0.0994754,0.0746713
4901,Jackson,TN,15411,0.3606598,0.3186703,0.1797051,0.0934766,0.0474881,0.2785522,0.2893128,0.2125214,0.1445341,0.0750795,0.1755336,0.2239567,0.2210895,0.2198152,0.159605,0.1238095,0.1653333,0.2137143,0.2651429,0.232,0.0931278,0.1290944,0.1740527,0.2620424,0.3416827,0.2596197,0.26533,0.2036857,0.1703329,0.1010317,0.233794,0.2463176,0.2020635,0.179028,0.138797
4902,Dyersburg,TN,7312,0.4001874,0.3008435,0.1649484,0.0909091,0.0431115,0.2896369,0.306023,0.1886625,0.1284322,0.0872454,0.1776685,0.2141854,0.2233146,0.2373596,0.1474719,0.1316583,0.1879397,0.1849246,0.2653266,0.2301508,0.1057884,0.1217565,0.1756487,0.2175649,0.3792415,0.291849,0.3088074,0.1947484,0.1360777,0.0685175,0.2660011,0.2579322,0.1870897,0.16343,0.1255471
4903,Lexington,TN,3220,0.3319947,0.2476573,0.1914324,0.1472557,0.08166,0.231746,0.237037,0.2328042,0.1989418,0.0994709,0.154321,0.1987654,0.208642,0.2851852,0.1530864,0.1107011,0.1568266,0.1881919,0.2601476,0.2841328,0.0852273,0.1193182,0.1818182,0.2670455,0.3465909,0.2319876,0.2934783,0.2515528,0.168323,0.0546584,0.2071429,0.2099379,0.2068323,0.2226708,0.1534161
5000,Tupelo,MS,17558,0.3523677,0.3253084,0.1856347,0.0931158,0.0435734,0.2461346,0.3040117,0.218972,0.1418721,0.0890096,0.1663898,0.2153931,0.2256368,0.2336656,0.1589147,0.1162704,0.1675334,0.2236256,0.2585438,0.2340267,0.110957,0.1206657,0.1699029,0.2441054,0.3543689,0.2862513,0.2725823,0.2057182,0.1533204,0.0821278,0.2291263,0.2558948,0.2074838,0.1730835,0.1344117
5100,Corinth,MS,8848,0.3459546,0.290554,0.18055,0.1171782,0.0657632,0.2331496,0.2645189,0.2187368,0.1776176,0.1059771,0.1779789,0.2011061,0.2096531,0.2222222,0.1890397,0.1246439,0.1809117,0.198718,0.2549857,0.2407407,0.0868824,0.1396933,0.1584327,0.2385008,0.3764906,0.2835669,0.2666139,0.2247966,0.1586799,0.0663427,0.2258137,0.2360986,0.198689,0.1868219,0.1525768
5201,New Albany,MS,4201,0.3110132,0.3418502,0.1885463,0.1039648,0.0546256,0.2406504,0.2699187,0.2260163,0.1869919,0.0764228,0.1285141,0.2058233,0.2228916,0.2811245,0.1616466,0.0909091,0.1493506,0.2175325,0.2824675,0.2597403,0.0714286,0.125,0.1741071,0.2633929,0.3660714,0.2701738,0.2927874,0.2370864,0.1466317,0.0533206,0.2020947,0.2487503,0.2111402,0.2049512,0.1330636
5202,Memphis,TN,96037,0.3642707,0.39526,0.148281,0.0640056,0.0281827,0.2881914,0.3527573,0.1942812,0.1059981,0.058772,0.2057013,0.2662131,0.2195011,0.1749919,0.1335925,0.1509626,0.1993628,0.2166486,0.2230206,0.2100054,0.1184819,0.1411293,0.1804381,0.2291268,0.3308238,0.2671262,0.24981,0.1607193,0.1536075,0.1687371,0.2455408,0.2909295,0.1871466,0.1446213,0.1317617
5300,West Memphis,AR,12899,0.3773087,0.3567282,0.1584872,0.0754617,0.0320141,0.2943385,0.324379,0.2047949,0.1114962,0.0649913,0.201676,0.2363129,0.2173184,0.1865922,0.1581006,0.1463614,0.1757972,0.212592,0.2183156,0.2469338,0.120433,0.1420839,0.1772666,0.1894452,0.3707713,0.4407319,0.2683929,0.1387704,0.0948135,0.0572913,0.2940538,0.3018839,0.1852857,0.1206295,0.0981471
5401,Bowling Green,KY,11821,0.3639368,0.2567022,0.1854572,0.1296364,0.0642674,0.2361164,0.2414054,0.2160937,0.190782,0.1156026,0.1757382,0.2073995,0.2116684,0.2323017,0.1728922,0.1160998,0.1750567,0.2136054,0.246712,0.2485261,0.1163763,0.1344948,0.1818815,0.2383275,0.3289199,0.2303528,0.2239235,0.2377971,0.1865324,0.1213941,0.2142797,0.211488,0.2033669,0.2027747,0.1680907
5402,Glasgow,KY,6335,0.3018308,0.2894607,0.1989114,0.1484414,0.0613558,0.2086207,0.2304598,0.2488506,0.2074713,0.1045977,0.1331878,0.2066958,0.2256186,0.2496361,0.1848617,0.0995025,0.1455224,0.2325871,0.2748756,0.2475124,0.1212121,0.1363636,0.1540404,0.2575758,0.3308081,0.3190213,0.2746646,0.2168903,0.126914,0.0625099,0.2026835,0.2274664,0.2198895,0.2094712,0.1404893
5500,Columbia,TN,13139,0.3641368,0.2748722,0.179709,0.1242627,0.0570193,0.2432041,0.2602392,0.2239942,0.1725263,0.1000362,0.1800504,0.2063378,0.2283039,0.2297443,0.1555636,0.1499689,0.197262,0.2255756,0.2485999,0.1785937,0.1099675,0.1473456,0.2112676,0.2388949,0.2925244,0.1935459,0.2099855,0.2113555,0.2446153,0.1404978,0.2117361,0.2204125,0.2149327,0.2032118,0.149707
5600,Nashville,TN,88518,0.387489,0.2795767,0.1717903,0.1038806,0.0572634,0.267499,0.2505636,0.2166927,0.1653662,0.0998786,0.1939459,0.2101502,0.2228099,0.2103753,0.1627187,0.1461563,0.1716731,0.2203919,0.2388566,0.2229221,0.1176687,0.1316205,0.185427,0.2402338,0.32505,0.1793308,0.1954518,0.200784,0.2098556,0.2145778,0.2166339,0.205574,0.2039359,0.1948643,0.1789918
5700,Tullahoma,TN,9543,0.3386436,0.2885753,0.1843423,0.1269913,0.0614474,0.2523659,0.2397476,0.2266787,0.1707977,0.1104101,0.1729531,0.2092916,0.2042318,0.2345906,0.1789328,0.1269009,0.1567908,0.2066072,0.2448873,0.2648138,0.1089866,0.1214149,0.1940727,0.2695985,0.3059273,0.2302211,0.2325265,0.227811,0.1998323,0.1096091,0.2133501,0.2145028,0.2042335,0.2008802,0.1670334
5800,Dickson,TN,10733,0.3426205,0.282756,0.1701807,0.1329066,0.0715361,0.2501779,0.2512456,0.2120996,0.186121,0.1003559,0.1755786,0.2027135,0.2202713,0.2218675,0.179569,0.1287076,0.151483,0.2208686,0.2478814,0.2510593,0.1099656,0.1408935,0.1649484,0.2520046,0.3321879,0.2474611,0.2618094,0.2334855,0.1759061,0.0813379,0.2228641,0.221187,0.2013417,0.1975217,0.1570856
5900,Clarksville,TN,17974,0.3528037,0.2845275,0.1770509,0.125649,0.0599688,0.2467452,0.2589378,0.2240132,0.1748295,0.0954743,0.1800839,0.2134172,0.2519916,0.2176101,0.1368973,0.1358344,0.1772316,0.2293014,0.2438551,0.2137775,0.1154117,0.1351161,0.1731175,0.2371569,0.3391978,0.2143096,0.2692222,0.2653833,0.1720263,0.0790586,0.2223211,0.2284967,0.2182597,0.1924446,0.1384778
6000,Huntsville,AL,39148,0.3598565,0.30466530000000003,0.1749783,0.1038238,0.0566762,0.2667738,0.2706576,0.1987411,0.160841,0.1029865,0.1795874,0.215451,0.2162599,0.2034515,0.1852501,0.1453788,0.1711204,0.1955136,0.2340034,0.2539838,0.1293458,0.1357009,0.1592523,0.2333956,0.3423053,0.2064218,0.1907377,0.1894605,0.2083887,0.2049913,0.2160008,0.2188107,0.1883877,0.1872637,0.1895371
6100,Gadsden,AL,22850,0.3238897,0.2894334,0.1849923,0.1306279,0.0710567,0.2298182,0.2632727,0.22,0.1730909,0.1138182,0.1661206,0.1902101,0.2189246,0.232222,0.1925226,0.1254816,0.1527243,0.1851954,0.260044,0.2765548,0.1121683,0.1181773,0.1517276,0.2493741,0.3685528,0.2857768,0.2407002,0.2270897,0.1590372,0.0873961,0.215361,0.223895,0.1982495,0.1948797,0.1676149
6200,Florence,AL,17174,0.3238271,0.2971481,0.1816927,0.1262649,0.0710672,0.2271278,0.2477312,0.207015,0.185921,0.1322051,0.1517927,0.2049202,0.2036116,0.2318765,0.207799,0.1151337,0.1692759,0.1875408,0.2504892,0.2775604,0.1009667,0.1326531,0.1552095,0.2373792,0.3737916,0.2531734,0.2373937,0.2224875,0.1785257,0.1084197,0.2011762,0.2242343,0.1907535,0.1981484,0.1856877
6301,McMinnville,TN,6142,0.3393064,0.2976879,0.1809249,0.1248555,0.0572254,0.2449355,0.2424801,0.2197667,0.2001228,0.0926949,0.179876,0.2060648,0.2370779,0.2315644,0.145417,0.1208556,0.1540107,0.2203209,0.2748663,0.2299465,0.1133501,0.138539,0.1788413,0.2871537,0.2821159,0.2816672,0.2652231,0.2362423,0.1522305,0.0646369,0.2287529,0.2292413,0.2103549,0.203354,0.128297
6302,Cookeville,TN,6616,0.3265306,0.2683073,0.1842737,0.1488595,0.0720288,0.2370242,0.2537486,0.2018454,0.1978085,0.1095732,0.1515536,0.2079899,0.2352568,0.2460368,0.159163,0.1381323,0.1575875,0.1964981,0.2723735,0.2354086,0.1162029,0.1358429,0.198036,0.2471358,0.3027823,0.2518138,0.2620919,0.2383616,0.1553809,0.0923519,0.2126663,0.2206772,0.2042019,0.2131197,0.149335
6401,Chattanooga,TN,35934,0.3748338,0.2878037,0.1695878,0.1107216,0.0570531,0.277598,0.264653,0.2042431,0.1626513,0.0908546,0.1889321,0.2106391,0.2213587,0.2214927,0.1575774,0.1459255,0.1708781,0.2100442,0.2469994,0.2261529,0.1153359,0.1410465,0.1817853,0.2323013,0.329531,0.2302276,0.2321756,0.2076863,0.1762119,0.1536984,0.233428,0.2232426,0.1973897,0.1884844,0.1574553
6402,Crossville,TN,6834,0.3455949,0.2497729,0.1934605,0.140327,0.0708447,0.2387456,0.2331816,0.2215478,0.196257,0.1102681,0.1585114,0.199173,0.2343212,0.2350103,0.1729842,0.1315166,0.1658768,0.1966825,0.2677725,0.2381517,0.0944444,0.1388889,0.1805556,0.2361111,0.35,0.3222125,0.2892888,0.2123207,0.1235001,0.0526778,0.2352941,0.2180275,0.2099795,0.1973954,0.1393035
6501,Ellijay,GA,2670,0.3259861,0.2842228,0.2099768,0.1148492,0.0649652,0.2129121,0.2884615,0.2129121,0.1840659,0.1016484,0.1663837,0.2597623,0.2224109,0.2139219,0.1375212,0.1410658,0.1943574,0.1943574,0.2413793,0.2288401,0.0755814,0.1511628,0.2209302,0.2732558,0.2790698,0.3228464,0.2726592,0.2205992,0.1194757,0.0644195,0.2217228,0.2606741,0.2123595,0.1808989,0.1243446
6502,Cleveland,TN,14253,0.3613716,0.2549824,0.1784877,0.1383353,0.066823,0.2677143,0.2331429,0.2177143,0.1825714,0.0988571,0.1808793,0.2024196,0.2342874,0.2215993,0.1608144,0.1322115,0.1782853,0.2035256,0.2471955,0.238782,0.114011,0.1414835,0.1916209,0.2383242,0.3145604,0.2393882,0.2455623,0.2377745,0.175121,0.1021539,0.2300568,0.2120957,0.2071143,0.198274,0.1524591
6600,Rome,GA,30979,0.344275,0.2978806,0.1910054,0.1183768,0.0484621,0.2581119,0.2708461,0.2246847,0.1632178,0.0831395,0.1930166,0.2313802,0.23153,0.2060543,0.1380189,0.1466589,0.1789044,0.2233877,0.2348485,0.2162005,0.1198893,0.1371042,0.1696895,0.2413157,0.3320012,0.2497821,0.2636302,0.215404,0.1661771,0.1050066,0.2325769,0.2397753,0.2117563,0.1813487,0.1345427
